Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-February-2022,3392.05,3437.80,3330.00,3427.85,3373.999319172113289760,14688,2985,49557302.00,4156,28.30,107.80,35.80
25-February-2022,3467.00,3467.00,3352.20,3423.80,3400.388139790864061640,21804,3628,74142063.00,5568,25.54,114.80,-43.20
24-February-2022,3467.75,3503.20,3425.00,3442.85,3458.326662561576354679,9744,1885,33697935.00,3687,37.84,78.20,-24.90
23-February-2022,3499.00,3530.00,3472.00,3507.30,3501.972232552373868848,8067,1521,28250410.00,3254,40.34,58.00,8.30
22-February-2022,3440.00,3497.05,3408.65,3490.15,3461.982716847036020029,6191,1139,21433135.00,1431,23.11,88.40,50.15
21-February-2022,3490.00,3501.05,3431.25,3471.30,3465.016718680338831921,4486,769,15544065.00,1170,26.08,69.80,-18.70
18-February-2022,3478.00,3493.50,3444.40,3481.35,3470.269426535459789616,2947,609,10226884.00,778,26.40,49.10,3.35
17-February-2022,3484.00,3484.00,3430.00,3461.70,3452.523769923769923769,7215,1761,24909959.00,3221,44.64,54.00,-22.30
16-February-2022,3480.15,3498.25,3436.00,3466.20,3466.898925136715066943,5303,1468,18384965.00,2012,37.94,62.25,-13.95
15-February-2022,3402.20,3487.85,3400.00,3476.85,3450.437724716511477827,10847,2676,37426898.00,7016,64.68,87.85,74.65
14-February-2022,3430.55,3452.85,3389.00,3398.90,3405.461489140017632443,37431,2167,127469829.00,31640,84.53,63.85,-31.65
11-February-2022,3500.00,3509.60,3430.00,3480.45,3446.878917378917378917,12636,1358,43554762.00,7906,62.57,79.60,-19.55
10-February-2022,3543.75,3543.75,3485.00,3534.30,3519.342024539877300613,3260,767,11473055.00,1054,32.33,58.75,-9.45
9-February-2022,3500.00,3540.00,3475.55,3516.90,3516.186362184605557329,6262,1379,22018359.00,3228,51.55,64.45,16.90
8-February-2022,3446.70,3489.25,3420.00,3476.55,3457.250297831784608053,8394,2013,29020159.00,2978,35.48,69.25,29.85
7-February-2022,3560.90,3578.60,3440.00,3449.05,3473.668206103413927374,11043,1574,38359718.00,7450,67.46,138.60,-111.85
4-February-2022,3551.30,3620.00,3542.00,3560.90,3560.726927252985884907,5526,1291,19676577.00,1828,33.08,78.00,9.60
3-February-2022,3625.00,3651.15,3554.40,3562.85,3604.337213445777408243,8419,1624,30344915.00,4215,50.07,96.75,-62.15
2-February-2022,3675.00,3675.00,3603.60,3622.00,3630.391544773457010346,5606,1229,20351975.00,1427,25.45,71.40,-53.00
1-February-2022,3584.90,3708.90,3549.70,3656.45,3660.709878410259512431,16531,2749,60515195.00,2803,16.96,159.20,71.55
31-January-2022,3534.55,3629.95,3515.00,3534.90,3573.838047602621593652,11596,2090,41442226.00,2346,20.23,114.95,0.35
